user_id,item_id,timestamp,play_count
0,102,0,4
0,92,1,8
0,188,2,5
0,102,3,3
0,74,4,8
0,116,5,4
0,103,6,8
0,130,7,6
0,52,8,2
0,87,9,6
0,129,10,5
0,160,11,6
0,88,12,1
0,58,13,3
0,107,14,7
0,63,15,9
0,130,16,5
0,50,17,7
0,20,18,9
0,166,19,2
0,131,20,9
0,59,21,2
0,8,22,5
0,129,23,4
0,91,24,7
0,171,25,8
0,174,26,3
0,80,27,4
0,49,28,8
0,131,29,2
1,133,0,6
1,105,1,4
1,53,2,2
1,43,3,2
1,189,4,4
1,13,5,8
1,189,6,8
1,81,7,5
1,23,8,9
1,187,9,9
1,156,10,1
1,88,11,7
1,8,12,8
1,128,13,8
1,62,14,3
1,80,15,8
1,162,16,3
1,32,17,5
1,40,18,7
1,71,19,2
1,32,20,7
1,150,21,8
1,36,22,3
1,171,23,8
1,34,24,1
1,100,25,3
1,0,26,5
1,141,27,7
1,26,28,9
1,14,29,3
10,160,0,6
10,116,1,6
10,57,2,5
10,79,3,6
10,163,4,3
10,146,5,4
10,184,6,2
10,46,7,9
10,48,8,1
10,116,9,6
10,117,10,3
10,143,11,7
10,184,12,8
10,101,13,8
10,155,14,5
10,7,15,4
10,89,16,8
10,185,17,2
10,27,18,5
10,40,19,4
10,191,20,6
10,190,21,1
10,160,22,5
10,156,23,3
10,133,24,2
10,114,25,5
10,46,26,9
10,193,27,8
10,29,28,2
10,108,29,5
11,118,0,8
11,32,1,6
11,64,2,2
11,176,3,5
11,25,4,9
11,85,5,1
11,160,6,2
11,104,7,3
11,128,8,5
11,54,9,6
11,196,10,5
11,101,11,3
11,180,12,7
11,52,13,5
11,82,14,1
11,84,15,9
11,109,16,1
11,50,17,4
11,189,18,1
11,112,19,8
11,31,20,2
11,91,21,8
11,38,22,2
11,181,23,6
11,2,24,2
11,11,25,1
11,53,26,5
11,56,27,1
11,111,28,7
11,84,29,2
12,74,0,3
12,102,1,6
12,191,2,2
12,37,3,2
12,97,4,2
12,29,5,3
12,190,6,2
12,51,7,9
12,165,8,1
12,78,9,7
12,105,10,3
12,80,11,5
12,28,12,4
12,137,13,8
12,144,14,1
12,83,15,8
12,68,16,2
12,5,17,5
12,193,18,3
12,110,19,9
12,150,20,7
12,79,21,6
12,143,22,8
12,131,23,8
12,131,24,8
12,24,25,3
12,95,26,3
12,154,27,2
12,60,28,3
12,146,29,5
13,4,0,2
13,91,1,6
13,148,2,6
13,0,3,5
13,11,4,2
13,176,5,9
13,25,6,9
13,46,7,9
13,55,8,1
13,25,9,4
13,0,10,8
13,112,11,3
13,179,12,8
13,13,13,7
13,77,14,8
13,129,15,8
13,114,16,7
13,2,17,7
13,106,18,2
13,37,19,3
13,114,20,9
13,118,21,5
13,27,22,7
13,184,23,1
13,85,24,9
13,144,25,4
13,24,26,4
13,137,27,3
13,108,28,2
13,110,29,4
14,110,0,6
14,33,1,8
14,167,2,1
14,82,3,9
14,100,4,6
14,179,5,2
14,186,6,8
14,58,7,6
14,120,8,1
14,180,9,6
14,20,10,6
14,69,11,7
14,111,12,4
14,93,13,8
14,54,14,9
14,130,15,3
14,30,16,8
14,35,17,8
14,5,18,2
14,74,19,4
14,78,20,6
14,117,21,1
14,93,22,8
14,178,23,9
14,193,24,8
14,25,25,3
14,172,26,5
14,69,27,6
14,67,28,3
14,19,29,1
15,139,0,1
15,89,1,6
15,36,2,4
15,76,3,3
15,160,4,6
15,177,5,8
15,9,6,5
15,150,7,2
15,12,8,8
15,129,9,4
15,64,10,5
15,72,11,1
15,8,12,8
15,37,13,7
15,162,14,1
15,68,15,2
15,77,16,5
15,119,17,9
15,161,18,3
15,34,19,1
15,39,20,6
15,59,21,8
15,10,22,9
15,13,23,3
15,164,24,5
15,82,25,4
15,88,26,9
15,145,27,8
15,71,28,7
15,103,29,3
16,124,0,6
16,96,1,7
16,62,2,1
16,152,3,1
16,193,4,5
16,103,5,8
16,178,6,7
16,178,7,6
16,133,8,3
16,134,9,3
16,199,10,4
16,14,11,1
16,154,12,4
16,156,13,6
16,184,14,1
16,154,15,7
16,32,16,4
16,85,17,2
16,9,18,5
16,122,19,1
16,117,20,6
16,140,21,4
16,108,22,8
16,179,23,8
16,14,24,8
16,4,25,4
16,75,26,2
16,154,27,3
16,163,28,4
16,25,29,5
17,147,0,8
17,37,1,6
17,199,2,7
17,46,3,8
17,189,4,2
17,110,5,8
17,59,6,4
17,67,7,5
17,119,8,5
17,71,9,1
17,91,10,9
17,50,11,8
17,40,12,6
17,10,13,7
17,0,14,5
17,148,15,4
17,181,16,7
17,56,17,1
17,62,18,6
17,54,19,3
17,167,20,5
17,174,21,9
17,52,22,9
17,179,23,9
17,116,24,9
17,34,25,4
17,24,26,6
17,129,27,7
17,161,28,1
17,127,29,3
18,181,0,8
18,24,1,7
18,179,2,6
18,87,3,1
18,176,4,6
18,153,5,2
18,48,6,7
18,80,7,4
18,104,8,1
18,147,9,6
18,85,10,8
18,48,11,7
18,0,12,7
18,178,13,8
18,61,14,1
18,172,15,8
18,18,16,2
18,0,17,3
18,174,18,2
18,193,19,6
18,112,20,2
18,165,21,3
18,62,22,4
18,128,23,8
18,156,24,7
18,102,25,3
18,31,26,3
18,109,27,2
18,123,28,1
18,86,29,7
19,31,0,2
19,134,1,8
19,64,2,9
19,66,3,8
19,186,4,8
19,53,5,9
19,66,6,3
19,96,7,8
19,161,8,3
19,95,9,8
19,77,10,8
19,45,11,4
19,164,12,6
19,141,13,7
19,175,14,2
19,6,15,7
19,160,16,7
19,84,17,3
19,111,18,3
19,35,19,2
19,1,20,1
19,46,21,5
19,147,22,2
19,194,23,7
19,118,24,4
19,4,25,5
19,165,26,9
19,52,27,3
19,85,28,8
19,80,29,8
2,62,0,7
2,51,1,4
2,150,2,7
2,142,3,4
2,12,4,7
2,186,5,3
2,85,6,2
2,169,7,9
2,133,8,4
2,29,9,7
2,91,10,9
2,189,11,1
2,128,12,9
2,26,13,9
2,115,14,9
2,2,15,7
2,197,16,8
2,154,17,9
2,61,18,5
2,50,19,8
2,58,20,6
2,159,21,8
2,179,22,1
2,61,23,1
2,185,24,4
2,11,25,7
2,129,26,3
2,112,27,5
2,112,28,8
2,80,29,1
20,58,0,7
20,127,1,1
20,113,2,3
20,13,3,9
20,39,4,2
20,24,5,7
20,21,6,4
20,153,7,2
20,36,8,6
20,145,9,5
20,41,10,4
20,40,11,6
20,33,12,1
20,164,13,9
20,121,14,7
20,116,15,6
20,26,16,9
20,30,17,6
20,167,18,2
20,11,19,9
20,52,20,7
20,137,21,1
20,153,22,5
20,189,23,2
20,53,24,1
20,50,25,5
20,35,26,3
20,25,27,5
20,10,28,8
20,10,29,4
21,112,0,7
21,53,1,2
21,54,2,8
21,149,3,5
21,55,4,1
21,35,5,4
21,80,6,2
21,153,7,2
21,72,8,9
21,39,9,1
21,128,10,9
21,60,11,8
21,41,12,9
21,38,13,3
21,130,14,2
21,107,15,3
21,101,16,2
21,11,17,3
21,100,18,1
21,188,19,1
21,73,20,9
21,54,21,1
21,46,22,8
21,82,23,8
21,148,24,1
21,117,25,6
21,199,26,9
21,88,27,9
21,108,28,7
21,144,29,7
22,25,0,5
22,85,1,7
22,13,2,5
22,6,3,9
22,114,4,8
22,58,5,7
22,81,6,4
22,166,7,3
22,145,8,7
22,16,9,8
22,107,10,2
22,130,11,5
22,170,12,8
22,182,13,7
22,107,14,7
22,14,15,8
22,3,16,6
22,152,17,2
22,160,18,2
22,54,19,3
22,169,20,2
22,157,21,7
22,12,22,2
22,159,23,3
22,122,24,7
22,45,25,4
22,28,26,1
22,61,27,5
22,184,28,8
22,120,29,9
23,102,0,4
23,132,1,1
23,176,2,3
23,172,3,8
23,157,4,2
23,67,5,2
23,189,6,5
23,152,7,1
23,180,8,9
23,142,9,1
23,120,10,8
23,195,11,5
23,60,12,5
23,170,13,6
23,38,14,8
23,62,15,8
23,10,16,2
23,152,17,7
23,51,18,4
23,58,19,8
23,147,20,6
23,116,21,3
23,109,22,2
23,56,23,9
23,2,24,8
23,5,25,5
23,4,26,6
23,46,27,7
23,176,28,9
23,98,29,4
24,121,0,1
24,60,1,3
24,177,2,2
24,61,3,1
24,2,4,3
24,12,5,8
24,124,6,9
24,72,7,4
24,141,8,5
24,97,9,9
24,183,10,3
24,122,11,9
24,194,12,9
24,75,13,9
24,39,14,9
24,4,15,2
24,123,16,6
24,71,17,5
24,175,18,2
24,197,19,5
24,59,20,5
24,80,21,2
24,39,22,3
24,185,23,3
24,55,24,8
24,97,25,8
24,90,26,1
24,5,27,8
24,146,28,8
24,91,29,1
25,58,0,9
25,12,1,9
25,180,2,4
25,190,3,6
25,187,4,7
25,132,5,9
25,30,6,7
25,169,7,5
25,157,8,7
25,158,9,2
25,99,10,2
25,76,11,7
25,193,12,1
25,16,13,8
25,97,14,8
25,108,15,3
25,69,16,3
25,157,17,7
25,73,18,9
25,62,19,5
25,21,20,4
25,147,21,4
25,67,22,1
25,11,23,6
25,144,24,6
25,192,25,6
25,119,26,2
25,49,27,4
25,179,28,7
25,28,29,1
26,133,0,3
26,57,1,7
26,25,2,2
26,173,3,2
26,28,4,4
26,98,5,9
26,38,6,7
26,28,7,4
26,31,8,2
26,174,9,4
26,21,10,3
26,80,11,8
26,91,12,5
26,46,13,5
26,186,14,4
26,5,15,3
26,184,16,5
26,130,17,1
26,57,18,6
26,14,19,2
26,188,20,3
26,63,21,1
26,24,22,8
26,11,23,2
26,14,24,8
26,59,25,9
26,144,26,5
26,7,27,2
26,198,28,3
26,92,29,5
27,23,0,3
27,147,1,9
27,198,2,1
27,125,3,4
27,8,4,6
27,175,5,9
27,187,6,6
27,116,7,2
27,87,8,8
27,138,9,1
27,71,10,5
27,17,11,2
27,109,12,6
27,31,13,9
27,32,14,6
27,168,15,8
27,10,16,6
27,178,17,8
27,40,18,1
27,75,19,9
27,45,20,6
27,85,21,4
27,160,22,8
27,159,23,2
27,96,24,2
27,32,25,9
27,157,26,1
27,76,27,4
27,153,28,6
27,102,29,2
28,165,0,7
28,89,1,2
28,142,2,2
28,105,3,7
28,171,4,1
28,103,5,3
28,122,6,6
28,8,7,6
28,72,8,7
28,159,9,9
28,113,10,8
28,71,11,2
28,91,12,4
28,61,13,7
28,83,14,4
28,133,15,6
28,153,16,3
28,126,17,9
28,187,18,2
28,11,19,7
28,11,20,9
28,44,21,3
28,121,22,3
28,54,23,4
28,172,24,8
28,118,25,5
28,182,26,3
28,43,27,2
28,197,28,2
28,149,29,5
29,95,0,8
29,104,1,3
29,155,2,3
29,34,3,6
29,190,4,1
29,134,5,1
29,93,6,5
29,158,7,8
29,147,8,5
29,3,9,4
29,187,10,8
29,49,11,1
29,178,12,9
29,163,13,5
29,97,14,4
29,65,15,2
29,163,16,6
29,38,17,3
29,114,18,6
29,124,19,3
29,17,20,8
29,20,21,1
29,98,22,8
29,99,23,7
29,41,24,2
29,118,25,5
29,68,26,6
29,40,27,6
29,59,28,8
29,83,29,2
3,1,0,2
3,53,1,7
3,128,2,3
3,125,3,2
3,52,4,6
3,159,5,7
3,67,6,7
3,183,7,1
3,37,8,8
3,68,9,4
3,97,10,6
3,138,11,1
3,123,12,6
3,92,13,3
3,147,14,4
3,146,15,3
3,146,16,4
3,95,17,7
3,51,18,9
3,160,19,8
3,127,20,7
3,81,21,8
3,128,22,9
3,177,23,7
3,158,24,3
3,6,25,9
3,59,26,1
3,1,27,1
3,47,28,5
3,36,29,7
30,69,0,1
30,122,1,9
30,27,2,2
30,162,3,5
30,4,4,1
30,167,5,8
30,163,6,7
30,46,7,3
30,117,8,9
30,0,9,5
30,19,10,8
30,170,11,1
30,56,12,6
30,27,13,9
30,106,14,5
30,174,15,5
30,164,16,1
30,119,17,8
30,155,18,6
30,107,19,4
30,113,20,2
30,36,21,4
30,25,22,1
30,118,23,3
30,197,24,5
30,58,25,5
30,160,26,1
30,178,27,4
30,180,28,2
30,42,29,2
31,49,0,9
31,38,1,8
31,170,2,2
31,150,3,6
31,83,4,7
31,127,5,4
31,79,6,2
31,123,7,7
31,7,8,2
31,84,9,1
31,7,10,6
31,4,11,6
31,174,12,2
31,192,13,7
31,118,14,2
31,144,15,8
31,46,16,8
31,112,17,8
31,88,18,4
31,32,19,1
31,146,20,5
31,47,21,5
31,104,22,2
31,191,23,6
31,62,24,9
31,160,25,9
31,88,26,9
31,76,27,9
31,67,28,2
31,124,29,6
32,131,0,6
32,18,1,6
32,81,2,9
32,22,3,3
32,108,4,1
32,87,5,6
32,198,6,9
32,142,7,1
32,75,8,7
32,142,9,5
32,146,10,9
32,160,11,1
32,34,12,6
32,10,13,3
32,199,14,2
32,173,15,9
32,2,16,5
32,25,17,8
32,47,18,2
32,197,19,5
32,153,20,9
32,11,21,5
32,47,22,5
32,43,23,4
32,14,24,7
32,69,25,2
32,107,26,5
32,150,27,7
32,79,28,5
32,123,29,9
33,35,0,3
33,14,1,4
33,20,2,6
33,18,3,2
33,77,4,4
33,116,5,4
33,26,6,3
33,135,7,4
33,157,8,2
33,1,9,1
33,76,10,4
33,89,11,9
33,93,12,7
33,94,13,7
33,140,14,7
33,190,15,8
33,169,16,8
33,35,17,4
33,195,18,6
33,6,19,6
33,128,20,8
33,172,21,7
33,149,22,6
33,20,23,6
33,136,24,9
33,14,25,8
33,121,26,9
33,124,27,8
33,151,28,1
33,153,29,5
34,67,0,2
34,151,1,3
34,99,2,7
34,88,3,2
34,146,4,4
34,182,5,2
34,68,6,1
34,107,7,2
34,160,8,7
34,148,9,1
34,149,10,5
34,142,11,3
34,198,12,9
34,77,13,9
34,152,14,2
34,63,15,3
34,6,16,5
34,145,17,3
34,41,18,6
34,124,19,7
34,168,20,1
34,23,21,3
34,67,22,6
34,41,23,7
34,108,24,4
34,96,25,4
34,130,26,9
34,135,27,1
34,122,28,6
34,168,29,7
35,195,0,1
35,59,1,2
35,187,2,5
35,171,3,5
35,7,4,6
35,199,5,2
35,66,6,6
35,43,7,3
35,85,8,6
35,129,9,7
35,171,10,2
35,101,11,1
35,34,12,2
35,29,13,4
35,7,14,6
35,43,15,4
35,196,16,9
35,54,17,9
35,54,18,1
35,143,19,8
35,2,20,7
35,91,21,3
35,103,22,6
35,4,23,4
35,103,24,8
35,107,25,1
35,120,26,5
35,83,27,6
35,149,28,2
35,199,29,7
36,31,0,1
36,15,1,6
36,141,2,4
36,150,3,2
36,65,4,9
36,84,5,2
36,192,6,3
36,179,7,7
36,153,8,4
36,54,9,6
36,162,10,6
36,170,11,6
36,59,12,5
36,11,13,1
36,41,14,6
36,81,15,3
36,157,16,8
36,157,17,6
36,66,18,7
36,179,19,9
36,142,20,5
36,162,21,2
36,90,22,2
36,162,23,2
36,19,24,2
36,9,25,9
36,193,26,9
36,53,27,1
36,163,28,1
36,109,29,6
37,124,0,4
37,130,1,3
37,168,2,6
37,24,3,5
37,135,4,5
37,195,5,9
37,78,6,4
37,172,7,4
37,145,8,6
37,159,9,2
37,59,10,7
37,30,11,3
37,4,12,3
37,161,13,9
37,129,14,2
37,158,15,8
37,82,16,9
37,98,17,5
37,72,18,3
37,6,19,1
37,3,20,4
37,102,21,8
37,16,22,5
37,102,23,4
37,51,24,4
37,123,25,6
37,177,26,5
37,115,27,3
37,6,28,6
37,13,29,7
38,85,0,5
38,182,1,2
38,61,2,5
38,78,3,5
38,137,4,7
38,57,5,8
38,166,6,5
38,64,7,5
38,180,8,2
38,172,9,4
38,187,10,5
38,51,11,7
38,116,12,4
38,33,13,4
38,111,14,2
38,179,15,6
38,41,16,5
38,41,17,1
38,104,18,1
38,119,19,9
38,168,20,1
38,129,21,1
38,9,22,2
38,57,23,8
38,20,24,7
38,33,25,8
38,186,26,6
38,199,27,1
38,78,28,1
38,187,29,7
39,87,0,3
39,68,1,1
39,86,2,5
39,7,3,8
39,86,4,1
39,108,5,3
39,151,6,3
39,151,7,1
39,132,8,4
39,20,9,8
39,57,10,4
39,138,11,4
39,142,12,3
39,134,13,3
39,27,14,3
39,185,15,5
39,4,16,6
39,95,17,8
39,63,18,6
39,110,19,1
39,135,20,8
39,152,21,9
39,193,22,2
39,194,23,1
39,35,24,4
39,77,25,9
39,168,26,9
39,121,27,7
39,189,28,2
39,9,29,5
4,8,0,9
4,98,1,3
4,47,2,3
4,147,3,8
4,53,4,8
4,160,5,8
4,115,6,1
4,199,7,4
4,165,8,8
4,83,9,3
4,111,10,9
4,98,11,9
4,92,12,2
4,127,13,2
4,193,14,6
4,162,15,9
4,160,16,4
4,32,17,5
4,47,18,4
4,127,19,8
4,134,20,3
4,144,21,1
4,175,22,3
4,118,23,6
4,157,24,6
4,108,25,3
4,181,26,8
4,26,27,2
4,20,28,1
4,27,29,1
40,163,0,8
40,1,1,6
40,12,2,5
40,159,3,2
40,10,4,1
40,167,5,2
40,182,6,9
40,152,7,8
40,58,8,9
40,113,9,6
40,157,10,4
40,171,11,3
40,173,12,1
40,119,13,5
40,121,14,7
40,38,15,1
40,11,16,9
40,174,17,2
40,148,18,5
40,125,19,8
40,45,20,8
40,134,21,7
40,85,22,6
40,88,23,6
40,91,24,2
40,1,25,5
40,179,26,2
40,94,27,3
40,150,28,8
40,43,29,6
41,170,0,5
41,188,1,1
41,183,2,3
41,190,3,6
41,18,4,7
41,156,5,7
41,107,6,9
41,127,7,5
41,110,8,8
41,105,9,8
41,128,10,5
41,2,11,1
41,131,12,8
41,63,13,2
41,9,14,5
41,127,15,7
41,154,16,2
41,168,17,9
41,163,18,6
41,89,19,6
41,11,20,1
41,13,21,9
41,161,22,5
41,120,23,4
41,74,24,3
41,69,25,8
41,100,26,4
41,110,27,4
41,19,28,8
41,153,29,5
42,53,0,8
42,102,1,5
42,37,2,4
42,187,3,9
42,172,4,4
42,16,5,7
42,70,6,4
42,13,7,3
42,79,8,7
42,131,9,8
42,23,10,2
42,157,11,2
42,146,12,3
42,48,13,3
42,149,14,8
42,108,15,6
42,116,16,4
42,191,17,3
42,175,18,4
42,93,19,7
42,112,20,7
42,145,21,4
42,112,22,9
42,117,23,1
42,144,24,6
42,3,25,4
42,46,26,6
42,46,27,7
42,136,28,5
42,60,29,2
43,2,0,1
43,93,1,6
43,197,2,1
43,108,3,3
43,146,4,3
43,45,5,3
43,68,6,5
43,48,7,5
43,73,8,5
43,99,9,6
43,89,10,4
43,125,11,7
43,38,12,2
43,162,13,1
43,23,14,9
43,99,15,6
43,40,16,6
43,173,17,9
43,30,18,4
43,151,19,9
43,35,20,5
43,157,21,8
43,107,22,6
43,134,23,3
43,182,24,8
43,137,25,6
43,105,26,9
43,69,27,9
43,44,28,4
43,183,29,4
44,81,0,9
44,20,1,4
44,177,2,1
44,6,3,6
44,126,4,2
44,159,5,8
44,147,6,8
44,142,7,7
44,148,8,8
44,127,9,9
44,164,10,5
44,81,11,5
44,130,12,7
44,164,13,8
44,48,14,3
44,114,15,9
44,84,16,9
44,188,17,9
44,160,18,2
44,116,19,4
44,126,20,9
44,70,21,6
44,32,22,1
44,151,23,2
44,27,24,9
44,166,25,6
44,176,26,1
44,97,27,6
44,197,28,2
44,64,29,5
45,4,0,2
45,21,1,9
45,65,2,2
45,143,3,3
45,124,4,7
45,85,5,8
45,167,6,6
45,187,7,3
45,191,8,3
45,62,9,1
45,191,10,7
45,20,11,4
45,153,12,4
45,109,13,4
45,142,14,8
45,78,15,6
45,115,16,9
45,167,17,1
45,190,18,2
45,152,19,8
45,130,20,8
45,43,21,1
45,41,22,4
45,5,23,7
45,179,24,7
45,88,25,2
45,170,26,3
45,196,27,3
45,10,28,8
45,11,29,8
46,151,0,9
46,163,1,5
46,84,2,8
46,54,3,9
46,46,4,8
46,41,5,4
46,197,6,2
46,6,7,3
46,108,8,3
46,26,9,2
46,106,10,8
46,160,11,1
46,7,12,5
46,159,13,5
46,3,14,6
46,109,15,6
46,18,16,9
46,11,17,7
46,15,18,1
46,62,19,7
46,20,20,2
46,3,21,6
46,58,22,7
46,127,23,5
46,24,24,3
46,96,25,4
46,24,26,4
46,161,27,5
46,188,28,9
46,115,29,6
47,177,0,6
47,59,1,9
47,138,2,2
47,174,3,9
47,130,4,5
47,155,5,8
47,189,6,1
47,162,7,4
47,33,8,9
47,50,9,2
47,57,10,9
47,22,11,6
47,16,12,5
47,107,13,3
47,32,14,4
47,124,15,2
47,65,16,3
47,167,17,8
47,155,18,7
47,197,19,9
47,147,20,1
47,199,21,7
47,86,22,3
47,3,23,9
47,46,24,6
47,142,25,5
47,56,26,5
47,180,27,4
47,141,28,4
47,144,29,7
48,136,0,3
48,76,1,2
48,114,2,1
48,133,3,7
48,186,4,2
48,119,5,6
48,141,6,4
48,71,7,3
48,146,8,4
48,112,9,9
48,167,10,8
48,13,11,6
48,149,12,9
48,82,13,3
48,130,14,3
48,27,15,4
48,172,16,7
48,62,17,9
48,123,18,7
48,120,19,3
48,174,20,4
48,141,21,8
48,165,22,5
48,60,23,4
48,167,24,1
48,29,25,9
48,63,26,1
48,119,27,4
48,88,28,5
48,186,29,9
49,195,0,4
49,7,1,2
49,104,2,6
49,168,3,8
49,126,4,7
49,15,5,1
49,175,6,3
49,10,7,2
49,148,8,5
49,47,9,4
49,100,10,3
49,171,11,1
49,188,12,9
49,67,13,3
49,64,14,8
49,44,15,7
49,174,16,8
49,75,17,6
49,75,18,9
49,146,19,4
49,92,20,6
49,20,21,3
49,37,22,4
49,156,23,3
49,131,24,7
49,198,25,4
49,149,26,3
49,85,27,2
49,161,28,7
49,104,29,1
5,196,0,3
5,3,1,3
5,191,2,1
5,16,3,5
5,5,4,3
5,123,5,9
5,36,6,8
5,92,7,1
5,45,8,5
5,94,9,3
5,187,10,1
5,115,11,5
