0	0.41800000000000004	11.9604	0.1490230180176649	-0.9711640000000001
10	0.41879999999999995	11.6148	0.1695648814642536	-0.8780720000000002
20	0.3896	11.621600000000003	0.16386437667415327	-0.9111680000000003
30	0.43080000000000007	11.6448	0.1684526867791664	-0.8126800000000002
40	0.4672	11.8116	0.1618361006741014	-0.7764000000000003
50	0.5052	11.790399999999998	0.16937555357764064	-0.7397000000000001
0	0.4188	11.955599999999999	0.156134323757291	-0.9136280000000002
10	0.41119999999999995	11.7672	0.1639724032168882	-0.8909720000000001
20	0.4092	11.573999999999998	0.16408270880778403	-0.8761720000000001
30	0.48760000000000003	11.401999999999997	0.18130136212112336	-0.7652360000000002
40	0.5176000000000001	11.588000000000001	0.1708939983034968	-0.7314880000000002
50	0.574	11.463999999999999	0.1837936592433205	-0.6558000000000002
0	0.43640000000000007	11.8752	0.1580438549353485	-0.9340960000000001
10	0.4436	11.672	0.16468147320193754	-0.8716600000000002
20	0.392	11.698	0.1612743527486769	-0.9135840000000003
30	0.44439999999999996	11.4284	0.17593066295841545	-0.8072000000000003
40	0.44799999999999995	11.531600000000001	0.1768699860942057	-0.7882520000000003
