item_id,title,artist_name,track_name,category,tags,description,genre
0,item_0,,item_0,,0 217 220 223 224 225 226 227 228,item 0 features: 0 217 220 223 224 225 226 227 228,
3,item_3,,item_3,,3 217 219 240 227,item 3 features: 3 217 219 240 227,
4,item_4,,item_4,,4 217 219 227 241,item 4 features: 4 217 219 227 241,
6,item_6,,item_6,,6 215 219 243 226,item 6 features: 6 215 219 243 226,
7,item_7,,item_7,,7 214 226 244,item 7 features: 7 214 226 244,
8,item_8,,item_8,,4 217 220 245 246 226,item 8 features: 4 217 220 245 246 226,
9,item_9,,item_9,,3 217 219 247 248 249 230 250 238 226,item 9 features: 3 217 219 247 248 249 230 250 238 226,
10,item_10,,item_10,,2 216 220 226 251 252 253,item 10 features: 2 216 220 226 251 252 253,
12,item_12,,item_12,,2 216 221 250 247 255 256 257 226 258,item 12 features: 2 216 221 250 247 255 256 257 226 258,
16,item_16,,item_16,,4 217 220 227 241 240,item 16 features: 4 217 220 227 241 240,
17,item_17,,item_17,,3 215 219 243 226,item 17 features: 3 215 219 243 226,
19,item_19,,item_19,,4 216 220 226 227 260 240,item 19 features: 4 216 220 226 227 260 240,
20,item_20,,item_20,,11 216 220 225 226,item 20 features: 11 216 220 225 226,
21,item_21,,item_21,,12 217 219 250 226 247 229 255,item 21 features: 12 217 219 250 226 247 229 255,
22,item_22,,item_22,,8 215 219 259 226 238,item 22 features: 8 215 219 259 226 238,
23,item_23,,item_23,,8 217 220 261 262 263 227 255 236 226,item 23 features: 8 217 220 261 262 263 227 255 236 226,
25,item_25,,item_25,,14 216 264 227,item 25 features: 14 216 264 227,
29,item_29,,item_29,,3 216 220 235 268 269 243 231 226,item 29 features: 3 216 220 235 268 269 243 231 226,
30,item_30,,item_30,,15 215 219 241 227 270 226 238,item 30 features: 15 215 219 241 227 270 226 238,
31,item_31,,item_31,,16 216 219 226 225,item 31 features: 16 216 219 226 225,
33,item_33,,item_33,,8 215 243 226,item 33 features: 8 215 243 226,
34,item_34,,item_34,,17 216 220 271 231 259 272 226 273 274 235 227,item 34 features: 17 216 220 271 231 259 272 226 273 274 235 227,
35,item_35,,item_35,,4 217 219 275 227 241 226,item 35 features: 4 217 219 275 227 241 226,
37,item_37,,item_37,,8 215 219 241 227,item 37 features: 8 215 219 241 227,
38,item_38,,item_38,,18 216 220 226 227 263 264,item 38 features: 18 216 220 226 227 263 264,
39,item_39,,item_39,,4 217 220 226 227 240 236,item 39 features: 4 217 220 226 227 240 236,
41,item_41,,item_41,,19 217 219 226 225,item 41 features: 19 217 219 226 225,
42,item_42,,item_42,,0 216 220 254 226 227 240,item 42 features: 0 216 220 254 226 227 240,
43,item_43,,item_43,,4 217 220 227 241,item 43 features: 4 217 220 227 241,
44,item_44,,item_44,,4 216 220 250 276 252 226 247,item 44 features: 4 216 220 250 276 252 226 247,
47,item_47,,item_47,,0 216 219 259 226 230,item 47 features: 0 216 219 259 226 230,
