user_id,item_id,timestamp,play_count
1000,9016,0,1
1000,4211,1,1
1000,5121,2,1
1000,7963,3,1
1000,10785,4,1
1000,276,5,1
1000,5475,6,1
1000,8037,7,1
1000,5105,8,1
1000,1776,9,1
1000,65,10,1
1000,1334,11,1
10009,5105,0,1
10009,276,1,1
10009,6862,2,1
10009,6544,3,1
10009,8037,4,1
10009,11009,5,1
10009,7963,6,1
10009,4211,7,1
10009,8173,8,1
10009,65,9,1
10009,941,10,1
10009,5475,11,1
10012,941,0,1
10012,7963,1,1
10012,11009,2,1
10012,65,3,1
10012,5105,4,1
10012,8173,5,1
10012,1334,6,1
10012,4211,7,1
10012,8037,8,1
10012,5475,9,1
10012,5717,10,1
10012,6544,11,1
10012,10785,12,1
10013,1334,0,1
10013,276,1,1
10013,7963,2,1
10013,65,3,1
10013,10785,4,1
10013,6544,5,1
10013,11009,6,1
10013,6862,7,1
10013,5121,8,1
10013,1776,9,1
10013,941,10,1
10013,5105,11,1
10013,8037,12,1
10021,9016,0,1
10021,5121,1,1
10021,941,2,1
10021,1776,3,1
10021,6544,4,1
10021,7963,5,1
10021,8173,6,1
10021,8037,7,1
10021,10785,8,1
10021,4211,9,1
10021,1334,10,1
10021,5717,11,1
10021,11009,12,1
10023,10785,0,1
10023,6862,1,1
10023,7963,2,1
10023,11009,3,1
10023,5475,4,1
10023,1334,5,1
10023,5105,6,1
10023,65,7,1
10023,276,8,1
10023,5717,9,1
10023,4211,10,1
10023,941,11,1
10023,5121,12,1
10039,7963,0,1
10039,6544,1,1
10039,8037,2,1
10039,5717,3,1
10039,941,4,1
10039,5475,5,1
10039,276,6,1
10039,6862,7,1
10039,1334,8,1
10039,11009,9,1
10039,8173,10,1
10039,10785,11,1
10039,5105,12,1
10043,6862,0,1
10043,9016,1,1
10043,941,2,1
10043,5475,3,1
10043,7963,4,1
10043,8173,5,1
10043,5121,6,1
10043,65,7,1
10043,4211,8,1
10043,276,9,1
10043,1776,10,1
10043,10785,11,1
10043,11009,12,1
10046,1334,0,1
10046,8037,1,1
10046,5121,2,1
10046,8173,3,1
10046,4211,4,1
10046,6544,5,1
10046,1776,6,1
